srn,facility_name,address_full,epa_class,lat,long,geometry,facility_name_title
N5819,"ELMER'S CRANE AND DOZER, INC.","2272 M-72, Maple City, MI 49664",MINOR,44.7735058,-85.5005822,"[-85.5005822, 44.7735058]","Elmer's Crane and Dozer, Inc."
H4255,LAKEVIEW COMMUNITY HOSPITAL,"408 Hazen St, Paw Paw, MI 49079",,42.221456,-85.89675059999999,"[-85.89675059999999, 42.221456]",Lakeview Community Hospital
B3012,DETROIT THERMAL BLVD HEATING PLANT,"475 Baltimore St, Detroit, MI 48226",SM OPT OUT,42.4211299,-83.2111771,"[-83.2111771, 42.4211299]",Detroit Thermal Blvd Heating Plant
M4780,ROUSH INDUSTRIES,"36630 Commerce, Livonia, MI 48150",MAJOR,42.3725348,-83.4035646,"[-83.4035646, 42.3725348]",Roush Industries
N6397,CRUSHING CONCEPTS - PLANT 2,"Ld Clark Construction, Mason, MI 48854",,42.5792027,-84.4435845,"[-84.4435845, 42.5792027]",Crushing Concepts - Plant 2
N5766,UNI-DIG INC,"21600 Quinn Rd, Clinton Twp, MI 48035",MINOR,42.5443203,-82.8991563,"[-82.8991563, 42.5443203]",Uni-Dig Inc
B8913,"METAL COMPONENTS, LLC.","3281 Roger Chaffee Blvd., Grand Rapids, MI 49548",MINOR,42.904333,-85.6580449,"[-85.6580449, 42.904333]","Metal Components, LLC."
A0402,"MENASHA PACKAGING COMPANY,LLC - COLOMA PLANT","238 N West St, Coloma, MI 49038",MINOR,42.1878268,-86.3083126,"[-86.3083126, 42.1878268]","Menasha Packaging Company,LLC - Coloma Plant"
N6003,AJAX PAVING INDUSTRIES INC,"14950 Fifteen Mile Road, Armada, MI 48063",MINOR,42.5529462,-82.9729728,"[-82.9729728, 42.5529462]",Ajax Paving Industries Inc
N5392,FRICTION MASTERS,"6625 Cobb Dr, Sterling Hts, MI 48312",MINOR,42.5577037,-83.0410105,"[-83.0410105, 42.5577037]",Friction Masters
N5373,MIBA HYDRAMECHANICA CORPORATION,"6625 Cobb Dr, Sterling Hts, MI 48312",,42.5577037,-83.0410105,"[-83.0410105, 42.5577037]",Miba Hydramechanica Corporation
B2013,OX ENGINEERED PRODUCTS,"700 Centreville Rd, Constantine, MI 49042",MAJOR,41.84040479999999,-85.6523595,"[-85.6523595, 41.84040479999999]",Ox Engineered Products
N6634,"R.E. GLANCY, INC.","124 M-55, Tawas City, MI 48763",MINOR,44.2803397,-83.5272799,"[-83.5272799, 44.2803397]","R.E. Glancy, Inc."
N6638,HIGH GRADE MATERIALS CO INC,"6869 East Paris Ave  Se, Dutton, MI 49511",,42.8383945,-85.5680861,"[-85.5680861, 42.8383945]",High Grade Materials Co Inc
N6633,ALPENA AGGREGATE INC,"1035 Calcite Rd, Rogers City, MI 49779",MINOR,45.40948849999999,-83.7880065,"[-83.7880065, 45.40948849999999]",Alpena Aggregate Inc
N6637,DC BYERS COMPANY,"5946 Clay Ave  Sw, Grand Rapids, MI 49548",MINOR,42.8565156,-85.6755118,"[-85.6755118, 42.8565156]",Dc Byers Company
N6635,PARKER EXCAVATING GRAVEL & RECYCLE,"15686 68Th Avenue, Coopersville, MI 49404",,43.0541866,-85.9568043,"[-85.9568043, 43.0541866]",Parker Excavating Gravel & Recycle
N6632,PSP HOLDINGS INC   (PSP II HOLDINGS INC),"5701 Dickman, Battle Creek, MI 49017",,42.3360756,-85.29440319999999,"[-85.29440319999999, 42.3360756]",Psp Holdings Inc   (Psp Ii Holdings Inc)
N6631,DEARBORN INDUSTRIAL GENERATION,"2400 Miller Rd, Dearborn, MI 48121",MAJOR,42.3049615,-83.1525881,"[-83.1525881, 42.3049615]",Dearborn Industrial Generation
N6630,TOYADA GOSEI FLUID SYSTEMS USA CORPORATION,"740 Advance Street, Brighton, MI 48116",MINOR,42.5369925,-83.7915175,"[-83.7915175, 42.5369925]",Toyada Gosei Fluid Systems USA Corporation
N6629,PSP II HOLDINGS INC,"7878 Gull Road, Richland, MI 49083",MINOR,42.3547095,-85.4774374,"[-85.4774374, 42.3547095]",Psp Ii Holdings Inc
N6628,DOW CHEMICAL COMPANY,"99 Tiernan, Bay City, MI 48706",MINOR,43.617495,-83.853725,"[-83.853725, 43.617495]",Dow Chemical Company
N6627,INCOE CORPORATION,"2111 Stephenson Hwy., Troy, MI 48083",MINOR,42.5541597,-83.1274543,"[-83.1274543, 42.5541597]",Incoe Corporation
N6624,"TPI PETROLEUM, INC. ROOSEVELT SITE","502 W Pickard Street, Mount Pleasant, MI 48858",MINOR,43.6122832,-84.7794495,"[-84.7794495, 43.6122832]","Tpi Petroleum, Inc. Roosevelt Site"
N6625,LITTLEFIELD & SONS FURNITURE SERVICE INC,"2298 S Industrial Hwy, Ann Arbor, MI 48104",,42.2536558,-83.73467,"[-83.73467, 42.2536558]",Littlefield & Sons Furniture Service Inc
N6626,CONSUMERS ENERGY CO. - JACKSON GENERATING STATION,"2219 Chapin St, Jackson, MI 49203",MAJOR,42.2484577,-84.3761364,"[-84.3761364, 42.2484577]",Consumers Energy Co. - Jackson Generating Station
N6623,GREAT LAKES WATER AUTHORITY - NORTH SERVICE CENTER,"1850 South Boulevard, Troy, MI 48084",MINOR,42.6199678,-83.2472075,"[-83.2472075, 42.6199678]",Great Lakes Water Authority - North Service Center
N6622,"DETROIT WATER & SEWERAGE, WEST SERVICE STATION","20920 East Street, Southfield, MI 48075",MINOR,42.4451262,-83.3036047,"[-83.3036047, 42.4451262]","Detroit Water & Sewerage, West Service Station"
N6621,"DETROIT WATER & SEWERAGE, ADAMS ROAD STATION","6201 Adams Road, Bloomfeld Hls, MI 48013",MINOR,42.6087,-83.2088509,"[-83.2088509, 42.6087]","Detroit Water & Sewerage, Adams Road Station"
N6620,GREAT LAKES WATER AUTHORITY - LAKE HURON PLANT,"3993 Metcalf Road, Fort Gratiot, MI 48059",MINOR,43.0827859,-82.4897055,"[-82.4897055, 43.0827859]",Great Lakes Water Authority - Lake Huron Plant
N6639,"BYHOLT, INC.","11360 South 4Th Street, Schoolcraft, MI 49087",MINOR,42.1550443,-85.7260172,"[-85.7260172, 42.1550443]","Byholt, Inc."
N6640,CON AGG INC  #243-99,"4576 S. Mackinac Trail, Sault S Marie, MI 49783",MINOR,46.4416305,-84.3791555,"[-84.3791555, 46.4416305]",Con Agg Inc  #243-99
N6619,MINERAL SOLUTIONS INC,"1930 Turner St, Lansing, MI 48906",,42.7552251,-84.55124699999999,"[-84.55124699999999, 42.7552251]",Mineral Solutions Inc
N6641,VI AGGREGATES BARNARD PIT,"2105 W Barnes Rd, Fostoria, MI 48435",MINOR,43.2625276,-83.42223159999999,"[-83.42223159999999, 43.2625276]",Vi Aggregates Barnard Pit
N6617,CALHOUN COUNTH ROAD COMMISSION,"1040 S Raymond, Battle Creek, MI 49014",,42.2971294,-85.1473287,"[-85.1473287, 42.2971294]",Calhoun Counth Road Commission
N6613,SELECT STEEL CORPORATION OF AMERICA,"The Corner Of Mt Hope Hwy And Snow Road, Delta Twp, MI 48917",,42.7120772,-84.6227116,"[-84.6227116, 42.7120772]",Select Steel Corporation of America
N6618,LAFARGE CORPORATION,"1930 Turner Street, Lansing, MI 48906",,42.7552251,-84.55124699999999,"[-84.55124699999999, 42.7552251]",Lafarge Corporation
N6612,MEVERDEN MATERIALS INC  #210-99,"Portable Crusher #210-99, Bergland, MI 49953",MINOR,46.554233,-89.64399639999999,"[-89.64399639999999, 46.554233]",Meverden Materials Inc  #210-99
N6611,DEPOR INDUSTRIES,"14830 E 23 Mile Rd, Shelby Twp, MI 48315",SM OPT OUT,42.6703187,-82.9795702,"[-82.9795702, 42.6703187]",Depor Industries
N6610,NATIONWIDE TRUCK BROKERS,"6601 Sloan Road, Lansing, MI 48908",MINOR,42.7337023,-84.6410756,"[-84.6410756, 42.7337023]",Nationwide Truck Brokers
N6609,"LAMBDA ENERGY RESOURCES, LLC - ALBERT 16","4850 Winding Road, Sec 16 Albert Twp, Lewiston, MI 49756",SM OPT OUT,44.9090289,-84.3259917,"[-84.3259917, 44.9090289]","Lambda Energy Resources, LLC - Albert 16"
N6607,"ALPENA POWER GENERATION, L.L.C., CALCITE","1035 Calcite Road, Rogers City, MI 49779",,45.40948849999999,-83.7880065,"[-83.7880065, 45.40948849999999]","Alpena Power Generation, L.L.C., Calcite"
N6606,BIEHL EXCAVATING INC #129-99,"Portable Crushing Plant #129-99, Cornell, MI 49837",MINOR,45.8528118,-87.02180829999999,"[-87.02180829999999, 45.8528118]",Biehl Excavating Inc #129-99
N6605,PAYNE & DOLAN INC  PC5 CRUSHER,"Pc5  Portable Crushing Plant  #60-02, Ozark, MI 49783",MINOR,46.141957,-84.9656222,"[-84.9656222, 46.141957]",Payne & Dolan Inc  Pc5 Crusher
N6604,"MODULAR POWER SYSTEMS, L.L.C.","253 W Garfield, Coldwater, MI 49036",MAJOR,41.9272439,-85.01746729999999,"[-85.01746729999999, 41.9272439]","Modular Power Systems, L.L.C."
N6603,CITY OF CHELSEA,"660 E Industrial Drive, Chelsea, MI 48118",SM OPT OUT,42.318861,-84.030204,"[-84.030204, 42.318861]",City of Chelsea
N6602,MODULAR POWER SYSTEMS LLC,"440 North St, Chelsea, MI 48118",,42.3191743,-84.0242658,"[-84.0242658, 42.3191743]",Modular Power Systems LLC
N6601,KENT CO DEPT OF PUB WORKS - 4 MILE LIFT STATION,"475 Four Mile Rd  Ne, Grand Rapids, MI 49509",,43.0291712,-85.6564911,"[-85.6564911, 43.0291712]",Kent Co Dept of Pub Works - 4 Mile Lift Station
N6642,GRAND TRUNK WESTERN RAILROAD                REMED,"409 W Jameson, Battle Creek, MI 49017",,42.3209623,-85.1503063,"[-85.1503063, 42.3209623]",Grand Trunk Western Railroad                Remed
N6598,LECO CORP,"233 And 235 Broad St, Saint Joseph, MI 49085",,42.1104868,-86.4844452,"[-86.4844452, 42.1104868]",Leco Corp
N6597,"ALPENA POWER GENERATION, L.L.C., ROCKPORT","4556 Rockport Road, Alpena, MI 49707",,45.1858722,-83.4044771,"[-83.4044771, 45.1858722]","Alpena Power Generation, L.L.C., Rockport"
N6596,"ALPENA POWER GENERATION, L.L.C., LONG LAKE","2001 Long Lake Avenue, Alpena, MI 49707",,45.08274590000001,-83.4315487,"[-83.4315487, 45.08274590000001]","Alpena Power Generation, L.L.C., Long Lake"
N6594,X-CEL INDUSTRIES INC.,"21121 Telegraph Rd, Southfield, MI 48034",SM OPT OUT,42.4455672,-83.2795455,"[-83.2795455, 42.4455672]",X-Cel Industries Inc.
N6593,MONROE TRUCK EQUIPMENT,"2400 Reo Dr, Flint, MI 48507",SM OPT OUT,42.9492073,-83.7291281,"[-83.7291281, 42.9492073]",Monroe Truck Equipment
N6592,MICHIGAN SAND COMPANY,"3400 S Littlefield Rd, Mount Pleasant, MI 48858",MINOR,43.5822954,-84.94724699999999,"[-84.94724699999999, 43.5822954]",Michigan Sand Company
N6591,"GREAT LAKES METAL FINISHING, LLC","120 S Dwight Street, Jackson, MI 49203",MINOR,42.2514955,-84.3786168,"[-84.3786168, 42.2514955]","Great Lakes Metal Finishing, LLC"
N6590,R H HUHTALA AGGREGATES INC #75-01,"T 49N R 34W Se 1/4 Se 1/4 Sec 12, Lanse, MI 49946",MINOR,46.7565991,-88.45290849999999,"[-88.45290849999999, 46.7565991]",R H Huhtala Aggregates Inc #75-01
N6587,KAINES WEST MICHIGAN,"221 E Dowland St, Ludington, MI 49431",,43.9497308,-86.4446797,"[-86.4446797, 43.9497308]",Kaines West Michigan
N6585,JAGUAR ENERGY LLC - WEXFORD 1,"No 2 1/2 Rd, Cadillac, Mi",MINOR,44.5040905,-85.5361025,"[-85.5361025, 44.5040905]",Jaguar Energy LLC - Wexford 1
N6584,"AXCHEM SOLUTIONS, INC.","315 Washington St, Manistee, MI 49660",MINOR,44.2590757,-86.32238459999999,"[-86.32238459999999, 44.2590757]","Axchem Solutions, Inc."
N6583,PREMARC CONCRETE,"5305 M 115, Cadillac, MI 49601",MINOR,44.27507629999999,-85.47090969999999,"[-85.47090969999999, 44.27507629999999]",Premarc Concrete
N6586,MCCLOUTH WELDING,"18374 Pleasanton Hwy, Bear Lake, MI 49614",MINOR,44.508176,-86.105705,"[-86.105705, 44.508176]",Mcclouth Welding
N6581,CUSACKS MASONRY RESTORATION,"Po Box 220, Willard, Mi",MINOR,43.668358,-84.10831929999999,"[-84.10831929999999, 43.668358]",Cusacks Masonry Restoration
N6582,AGRI BLAST SERVICES,"109 S 3Rd St, Blanchard, MI 49310",MINOR,43.5216891,-85.07985590000001,"[-85.07985590000001, 43.5216891]",Agri Blast Services
N6580,MICKEYS SLEDS & MORE / SNOWMOBILE DEPOT,"1675 Schrieber Rd, Midland, MI 48640",MINOR,43.5640683,-84.20774639999999,"[-84.20774639999999, 43.5640683]",Mickeys Sleds & More / Snowmobile Depot
N6579,AJAX MATERIALS CORPORATION,"57895 Iafrate Drive, New Haven, MI 48048",SM OPT OUT,42.7294758,-82.8013107,"[-82.8013107, 42.7294758]",Ajax Materials Corporation
N6578,ALMOND PRODUCTS INC,"17150 148Th Ave, Spring Lake, MI 49456",SM OPT OUT,43.0800964,-86.15275969999999,"[-86.15275969999999, 43.0800964]",Almond Products Inc
N6577,"ND INDUSTRIES,  INC.","1000 N. Crooks Road, Clawson, MI 48017",SM OPT OUT,42.5411544,-83.1649838,"[-83.1649838, 42.5411544]","ND Industries,  Inc."
N6576,BREITBURN OPERATING LP - WILDERNESS CHESTER,"Sw 1/4 Sec 10 T29N R2W, Chester Twp, MI 49751",SM OPT OUT,44.9819098,-84.542974,"[-84.542974, 44.9819098]",Breitburn Operating Lp - Wilderness Chester
N6575,COPPER COUNTRY VETERINARY CLINIC,"904 Sharon Avenue, Houghton, MI 49931",,47.1133819,-88.5854252,"[-88.5854252, 47.1133819]",Copper Country Veterinary Clinic
N6573,NOVI CRUSHED CONCRETE,"46900 West 12 Mile Road, Novi, MI 49377",MINOR,42.4947094,-83.512079,"[-83.512079, 42.4947094]",Novi Crushed Concrete
N6572,RIETH RILEY CONSTRUCTION CO  INC,"1000 Long Lake Rd, Alpena, MI 49707",,45.0792805,-83.43167179999999,"[-83.43167179999999, 45.0792805]",Rieth Riley Construction Co  Inc
N6570,KCS MICHIGAN RESOURCES,"Nw Nw Nw Sec 17 T2N R7E, Milford Twp, MI 48042",,42.6937328,-82.9178838,"[-82.9178838, 42.6937328]",Kcs Michigan Resources
N6569,PAYNE & DOLAN INC  C34,"C34  Asphalt Plant  #40-99D, Kinross, MI 49752",SM OPT OUT,46.2638906,-84.49733680000001,"[-84.49733680000001, 46.2638906]",Payne & Dolan Inc  C34
N6567,MATHY CONSTRUCTION CO  PLANT 15,"Portable Asphalt Plant 15 #387-98, Bergland, MI 49953",MINOR,46.554233,-89.64399639999999,"[-89.64399639999999, 46.554233]",Mathy Construction Co  Plant 15
N6566,MATHY CONSTRUCTION CO  PLANT 2,"Portable Asphalt Plant 2  #386-98, Bergland, MI 49910",MINOR,46.5347681,-89.5846414,"[-89.5846414, 46.5347681]",Mathy Construction Co  Plant 2
N6565,STONECO-MOSCOW PLANT DIV 88,"Round Lake& Mosherville Rd, Moscow, MI 48430",MINOR,42.065658,-84.477891,"[-84.477891, 42.065658]",Stoneco-Moscow Plant Div 88
N5974,FISHER CONSTRUCTION AGGREGATES,"900 S. Bradley Street, Mount Pleasant, MI 48858",MINOR,43.5960437,-84.7983265,"[-84.7983265, 43.5960437]",Fisher Construction Aggregates
N5975,FISHER SAND AND GRAVEL CO INC,"10981 E Pickard, Mount Pleasant, MI 48804",MINOR,43.6121708,-84.6283517,"[-84.6283517, 43.6121708]",Fisher Sand and Gravel Co Inc
N6564,M W BURNS EXCAVATING & GRAVEL,"M99 Litchfield, Litchfield, MI 49252",,42.0420086,-84.755364,"[-84.755364, 42.0420086]",M W Burns Excavating & Gravel
N6574,CREATIVE FOAM CORPORATION,"555 Fenway Drive, Fenton, MI 48430",SM OPT OUT,42.7949514,-83.7281422,"[-83.7281422, 42.7949514]",Creative Foam Corporation
N6636,CLARK RETAIL ENTERPRISES INC.,"5495 Michigan Ave, Ypsilanti, MI 48197",MINOR,42.2081971,-83.6788466,"[-83.6788466, 42.2081971]",Clark Retail Enterprises Inc.
N6563,ULTRA TECH PRINTING CO,"5851 Cross Roads Commerce Parkway, Wyoming, MI 49509",MINOR,42.8580069,-85.70711639999999,"[-85.70711639999999, 42.8580069]",Ultra Tech Printing Co
N6562,SAGINAW WILBERT VAULT CORP  DBA NORTH CENTRAL MICH,"20702 M 115, Marion, MI 49665",MINOR,44.1123981,-85.26390359999999,"[-85.26390359999999, 44.1123981]",Saginaw Wilbert Vault Corp  DBA North Central Mich
N6561,NON FERROUS CAST ALLOYS INC,"1146 N Gateway Boulevard, Muskegon, MI 49441",MINOR,43.1447942,-86.21641729999999,"[-86.21641729999999, 43.1447942]",Non Ferrous Cast Alloys Inc
N6559,CHEMICO SYSTEMS INC,"1130 W Wide Track Rd, Pontiac, MI 48342",,42.6367973,-83.29534369999999,"[-83.29534369999999, 42.6367973]",Chemico Systems Inc
N6558,PROFESSIONAL METAL FINISHERS,"600 Eleventh St., Nw, Grand Rapids, MI 49544",,42.9810357,-85.6833663,"[-85.6833663, 42.9810357]",Professional Metal Finishers
N6557,"GREEN VALLEY AGRICULTURAL, INC.","11471 Lake Michigan Drive, West Olive, MI 49460",MINOR,42.9733018,-86.07038349999999,"[-86.07038349999999, 42.9733018]","Green Valley Agricultural, Inc."
N6556,ROBERT BOSCH CO.,"9890 Red Arrow Hwy, Bridgman, MI 49106",,41.9395071,-86.5664915,"[-86.5664915, 41.9395071]",Robert Bosch Co.
N6554,"PULTE CONSTRUCTION CO., INC.","4260 N Atlantic, Auburn Hills, MI 48326",,42.7027099,-83.2758662,"[-83.2758662, 42.7027099]","Pulte Construction Co., Inc."
N6553,"ELMER'S CRANE AND DOZER, INC","1200 Caberfae Highway / M-55, Manistee, MI 49660",MINOR,44.2459122,-86.27824690000001,"[-86.27824690000001, 44.2459122]","Elmer's Crane and Dozer, Inc"
B6660,"NORBROOK PLATING, INC.","11400 E Nine Mile Rd, Warren, MI 48089",MINOR,42.4631084,-83.010041,"[-83.010041, 42.4631084]","Norbrook Plating, Inc."
N3677,MERIDIAN MAGNESIUM PRODUCTS OF AMERICA,"2001 Industrial Dr., Eaton Rapids, MI 48827",MINOR,42.52423779999999,-84.6512249,"[-84.6512249, 42.52423779999999]",Meridian Magnesium Products of America
N1340,PORTLAND IRON & METAL INC,"3130 Knoll Rd   Po Box 454, Portland, MI 48875",MINOR,42.8672048,-84.9100792,"[-84.9100792, 42.8672048]",Portland Iron & Metal Inc
N1089,DOUBLE EAGLE STEEL COATING COMPANY,"3000 Miller Rd, Dearborn, MI 48120",,42.3112068,-83.1577393,"[-83.1577393, 42.3112068]",Double Eagle Steel Coating Company
B4096,REXAM CLOSURE SYSTEMS INC.,"950 Industrial Dr, Constantine, MI 49042",MINOR,41.834185,-85.656813,"[-85.656813, 41.834185]",Rexam Closure Systems Inc.
N3078,MICHIGAN FOAM PRODUCTS LLC,"1820 Chicago Dr  Sw, Grand Rapids, MI 49519",MAJOR,42.933215,-85.7114742,"[-85.7114742, 42.933215]",Michigan Foam Products LLC
B2947,CONSUMERS ENERGY COMPANY   BEALS RD SUBSTATION,"248 28Th Street Sw, Grand Rapids, MI 49501",,42.9123019,-85.6744159,"[-85.6744159, 42.9123019]",Consumers Energy Company   Beals Rd Substation
N6643,PAYNE & DOLAN INC  C33,"C33 Portable Asphalt Plant #316-99B, Gladstone, MI 49837",SM OPT OUT,45.8527435,-87.02180489999999,"[-87.02180489999999, 45.8527435]",Payne & Dolan Inc  C33
N6644,PAYNE & DOLAN INC  C26,"C26 Portable Asphalt Plant  #317-99A, Escanaba, MI 49837",SM OPT OUT,45.74524659999999,-87.06458010000001,"[-87.06458010000001, 45.74524659999999]",Payne & Dolan Inc  C26
N6645,PAYNE & DOLAN C27;  DELETE N6645,"Hwy 129 & 15 Mile Rd;  Deleted In 1998, Donaldson, Mi",,46.2882955,-84.3609496,"[-84.3609496, 46.2882955]",Payne & Dolan C27;  Delete N6645
N6646,"OWOSSO GRAPHIC ARTS, INC","151 N Delaney Rd, Owosso, MI 48867",SM OPT OUT,43.008657,-84.217213,"[-84.217213, 43.008657]","Owosso Graphic Arts, Inc"
N6533,CARLO CONSTRUCTION,"7426 Deanville Road, Burnside, MI 48416",MINOR,43.1815327,-83.05955829999999,"[-83.05955829999999, 43.1815327]",Carlo Construction
N6608,"RIETH-RILEY CONSTRUCTION CO., INC.","06611 Us-31 North, Bay Shore, MI 49711",MINOR,45.3597147,-85.1086988,"[-85.1086988, 45.3597147]","Rieth-Riley Construction Co., Inc."
N6647,BURKE INDUSRIAL SALES INC,"4455 Airwest Dr. Sw, Kentwood, MI 49512",,42.8826701,-85.57130049999999,"[-85.57130049999999, 42.8826701]",Burke Indusrial Sales Inc
N6648,MINERGY DETROIT LLC,"7819 W Jefferson Ave, Detroit, MI 48209",,42.29069200000001,-83.10510099999999,"[-83.10510099999999, 42.29069200000001]",Minergy Detroit LLC
N6649,"DIAMOND Y DOOR SOLUTIONS, INC.","1395 Jarvis Street, Ferndale, MI 48220",MINOR,42.4568343,-83.11456439999999,"[-83.11456439999999, 42.4568343]","Diamond Y Door Solutions, Inc."
N6650,SPECIALTY STEEL TREATING INC,"31610 W Eight Mile Rd, Farmingtn Hls, MI 48336",MINOR,42.4418966,-83.358402,"[-83.358402, 42.4418966]",Specialty Steel Treating Inc
N6651,CONSOLIDATED CRUSHED STONE,"810 West Barnes Rd, Mason, MI 48854",,42.523941,-84.375438,"[-84.375438, 42.523941]",Consolidated Crushed Stone
N6652,"STONECO INC., SOUTH KENT GRAVEL","7555 Whiteford Road, Ottawa Lake, MI 49333",MINOR,41.7511572,-83.66697099999999,"[-83.66697099999999, 41.7511572]","Stoneco Inc., South Kent Gravel"
N6653,R.S. DALE CO. LLC,"6090 Wall St, Sterling Hts, MI 48312",MINOR,42.57023969999999,-83.0452952,"[-83.0452952, 42.57023969999999]",R.S. Dale Co. LLC
N6654,WOLVERINE PIPE LINE COMPANY,"2499 Grimes Rd, Dansville, MI 48819",MINOR,42.5112218,-84.2439524,"[-84.2439524, 42.5112218]",Wolverine Pipe Line Company
N6655,PAYNE & DOLAN INC #355-99 PC7,"Payne And Dolan Pc7 #355-99, Menominee, MI 49938",MINOR,45.10776269999999,-87.6142737,"[-87.6142737, 45.10776269999999]",Payne & Dolan Inc #355-99 Pc7
N6656,MOTTES MATERIALS PC8 #356-99,"Pc8 Crushing Plant  Permit #356-99, Marquette, MI 49938",MINOR,46.5436199,-87.3953713,"[-87.3953713, 46.5436199]",Mottes Materials Pc8 #356-99
N6657,GRAND RAPIDS GRAVEL COMPANY,"1405 Taylor, Jenison, MI 49428",MINOR,42.9292194,-85.8138438,"[-85.8138438, 42.9292194]",Grand Rapids Gravel Company
N6658,ROSEVILLE CRUSHED CONCRETE,"29765 Groesbeck, Roseville, MI 48066",MINOR,42.5138786,-82.95478609999999,"[-82.95478609999999, 42.5138786]",Roseville Crushed Concrete
N6659,"STONECO INC., SOUTH KENT GRAVEL INC","2803 Patterson Road, Wayland, MI 49333",MINOR,42.6128428,-85.5434626,"[-85.5434626, 42.6128428]","Stoneco Inc., South Kent Gravel Inc"
N6660,STANHOPE TOOL INC,"395 W Girard Ave, Madison Hts, MI 48071",,42.5125169,-83.11049100000001,"[-83.11049100000001, 42.5125169]",Stanhope Tool Inc
N6661,"MOOSE LAKE AGGREGATES, LLC","1886 Barron Lake Rd., Niles, MI 49120",,41.89191599999999,-86.1820697,"[-86.1820697, 41.89191599999999]","Moose Lake Aggregates, LLC"
N6662,BIGOS PRECAST,"Van Riper Rd, Fowlerville, MI 48836",MINOR,42.650315,-84.0745685,"[-84.0745685, 42.650315]",Bigos Precast
N6663,DTE ENERGY,"1 Auto Club Dr, Dearborn, MI 48126",,42.3238093,-83.2183089,"[-83.2183089, 42.3238093]",DTE Energy
N6664,"CUSTOM CRUSHING & RECYCLE, INC.","978- 64Th Street Sw, Byron Center, MI 49315",MINOR,42.8478486,-85.6886292,"[-85.6886292, 42.8478486]","Custom Crushing & Recycle, Inc."
N6665,AGGREGATE INDUSTRIES- EDWARDSBURG (MILLIKEN) PLANT,"6211 Ann Arbor Road, Dundee, MI 48131",MINOR,41.985484,-83.67504,"[-83.67504, 41.985484]",Aggregate Industries- Edwardsburg (Milliken) Plant
N6666,MACKENZIE ENVIRONMENTAL SERV,"2790 Refinery Rd, West Branch, MI 48661",MINOR,44.2544878,-84.21582219999999,"[-84.21582219999999, 44.2544878]",Mackenzie Environmental Serv
N6667,ASSOCIATED CONSTRUCTORS LLC,"Po Box 970 Midway Industrial Park, Marquette, MI 49855",MINOR,46.5436199,-87.3953713,"[-87.3953713, 46.5436199]",Associated Constructors LLC
N6668,BECKER &SCRIVENS CONCRETE,"3340 Beck Rd, Hillsdale, MI 49242",MINOR,41.94366600000001,-84.655176,"[-84.655176, 41.94366600000001]",Becker &Scrivens Concrete
N6669,PAQUIN AND SONS INC #135-99;  PLANT SOLD,"Crushing Plant Sold, Permit #135-99 Void, Gladstone, MI 49837",,45.8527435,-87.02180489999999,"[-87.02180489999999, 45.8527435]",Paquin and Sons Inc #135-99;  Plant Sold
N6670,PAQUIN AND SONS INC #136-99,"Portable Crushing Plant #136-99, Gladstone, MI 49837",MINOR,45.8527435,-87.02180489999999,"[-87.02180489999999, 45.8527435]",Paquin and Sons Inc #136-99
A0083,SODUS HARD CHROME,"3085 Yore Avenue, Sodus, MI 49126",MINOR,42.061349,-86.387242,"[-86.387242, 42.061349]",Sodus Hard Chrome
A0407,BRUCE CAMPBELL DODGE,"14875 Telegraph Road, Redford Twp, MI 48239",MINOR,42.3967466,-83.27763999999999,"[-83.27763999999999, 42.3967466]",Bruce Campbell Dodge
A5200,INFRA CORP,"5454 Dixie Highway, Waterford, MI 48329",,42.6984496,-83.3964343,"[-83.3964343, 42.6984496]",Infra Corp
A8008,"METRO INTERNATIONAL TRADE SERVICES, LLC","1737 Cicotte, Lincoln Park, MI 48146",,42.2605178,-83.18275799999999,"[-83.18275799999999, 42.2605178]","Metro International Trade Services, LLC"
A8364,STEEL TOOL & ENGINEERING CO,"22152 Pennsylvania Road, Taylor, MI 48180",,42.1844502,-83.2495134,"[-83.2495134, 42.1844502]",Steel Tool & Engineering Co
B3126,ROGERS CHEVROLET,"23755 Allen Road, Woodhaven, MI 48183",,42.136041,-83.2246725,"[-83.2246725, 42.136041]",Rogers Chevrolet
B3338,PAT MILLIKEN FORD INC,"9600 Telegraph Road, Redford Twp, MI 48239",MINOR,42.3662445,-83.2744328,"[-83.2744328, 42.3662445]",Pat Milliken Ford Inc
B3615,DETROIT EDISON CO,"7940 Livernois, Detroit, MI 48210",,42.3496764,-83.1332359,"[-83.1332359, 42.3496764]",Detroit Edison Co
B4572,GORDON CHEVROLET,"31850 Ford Road, Garden City, MI 48135",MINOR,42.3257083,-83.3539765,"[-83.3539765, 42.3257083]",Gordon Chevrolet
B4617,FELDMAN CHEVROLET,"32570 Plymouth, Livonia, MI 48150",MINOR,42.3688862,-83.3653862,"[-83.3653862, 42.3688862]",Feldman Chevrolet
B5592,GRAND RAPIDS POLISHING & BUFFING,"2945 Hillcroft, Wyoming, MI 49548",MINOR,42.90994850000001,-85.67406749999999,"[-85.67406749999999, 42.90994850000001]",Grand Rapids Polishing & Buffing
B6501,SPECIALTY STEEL TREATING INC.,"34501 Commerce Road, Fraser, MI 48026",MINOR,42.5509181,-82.9437066,"[-82.9437066, 42.5509181]",Specialty Steel Treating Inc.
